"subj","condition","cause","vign","knowledge","outcome","norm"
"R_5cANWUuRiP2hh3r","RKB",7,11,"Knowledge","Bad Outcome","Rationality"
"R_2qjuUL2StXvHGf5","RKB",6,11,"Knowledge","Bad Outcome","Rationality"
"R_1rdoxOtIpMbE14a","RKB",4,11,"Knowledge","Bad Outcome","Rationality"
"R_1QbCeEijlxNJDb7","RKB",6,11,"Knowledge","Bad Outcome","Rationality"
"R_9MmObpWUX0vXmxT","RKB",7,11,"Knowledge","Bad Outcome","Rationality"
"R_24vLPNyi9ZP5BYI","RKB",5,11,"Knowledge","Bad Outcome","Rationality"
"R_C9bVRuRO9QwhgfT","RKB",7,11,"Knowledge","Bad Outcome","Rationality"
"R_2xDAijuFkMHPdoi","RKB",7,11,"Knowledge","Bad Outcome","Rationality"
"R_8tR9nf8utuGhHJD","RKB",3,12,"Knowledge","Bad Outcome","Rationality"
"R_2X67qOw8iGlfQqf","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_sXamn1JkfIs4AIV","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_1otElFglT4OlsWj","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_2tsr3IMZZZmu8j7","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_1MLDOOhzfY2qI4w","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_2a9cjKqSNhYEDUJ","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_3kwbWTV6WYeXiRJ","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_3GiYtsszDP6zp4O","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_2eUQEMUMLilr9Ek","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_33peqeOkQZuNdyY","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_6RVVURvFODNlQVH","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_3Mfhd6WAAqUsWK8","RKB",4,12,"Knowledge","Bad Outcome","Rationality"
"R_2cCUKmBdoTRW3F8","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_3GoB7ViKQOlkkNF","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_3EAAd5eCI3Wdlp1","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_2WxnywwNuEbwNb4","RKB",6,12,"Knowledge","Bad Outcome","Rationality"
"R_1GZC3KjYRqvoYBs","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_27erXg8m0NLzg4G","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_1FkrhjYZRxQqjdb","RKB",7,12,"Knowledge","Bad Outcome","Rationality"
"R_3MSTrMek0UOMf7w","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_3F20Mg3DCzK3WoH","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_zfnrBzDedic2vBL","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_2qDXBSjg5oNXYG1","RKB",5,12,"Knowledge","Bad Outcome","Rationality"
"R_3g11yW4pQXOGpPp","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_W7qSRp02JiEp8D7","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_30d6TXVvJCWtFF1","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_2D6RnFmdYIKLDGY","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_pa7PJoJkMI2R1Xb","RKB",4,13,"Knowledge","Bad Outcome","Rationality"
"R_uadPIK4wYtfAl7r","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_27ydlW4vb3gpoVu","RKB",6,13,"Knowledge","Bad Outcome","Rationality"
"R_2B3e8M5TDAmowSS","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_3iCmGjxhdopXlJt","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_3plgGlDMYATjG6G","RKB",6,13,"Knowledge","Bad Outcome","Rationality"
"R_sRQRy3ihu2Us2AN","RKB",6,13,"Knowledge","Bad Outcome","Rationality"
"R_1lg8l81mPP3UA5N","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_33peqeOkQZuNdyY","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_3en13rtohCNzfdm","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_yQ2SypcIcQ3bz5T","RKB",6,13,"Knowledge","Bad Outcome","Rationality"
"R_125tTIS0YdXyT0k","RKB",4,13,"Knowledge","Bad Outcome","Rationality"
"R_123Y1lNiyTGvkuR","RKB",2,13,"Knowledge","Bad Outcome","Rationality"
"R_5cANWUuRiP2hh3r","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_3hcDhtRRJvUxHMi","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_2pRnwxbt0bDbkCQ","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_12m6aDTcCvk9NXg","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_3Rr6tgrjeAz00bP","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_1QbCeEijlxNJDb7","RKB",7,13,"Knowledge","Bad Outcome","Rationality"
"R_zfnrBzDedic2vBL","RKB",5,13,"Knowledge","Bad Outcome","Rationality"
"R_3Hwx2ra4pPW9tvd","RKB",4,13,"Knowledge","Bad Outcome","Rationality"
"R_2xPPT68ZD2cCdCh","RKB",4,13,"Knowledge","Bad Outcome","Rationality"
"R_1hT0EDXw3S1Bg02","RKB",4,14,"Knowledge","Bad Outcome","Rationality"
"R_2qEIhW1LJLQ4mbV","RKB",5,14,"Knowledge","Bad Outcome","Rationality"
"R_2TGf9huZmz4U0g9","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_2TsMSYrtevm9OTP","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_W7qSRp02JiEp8D7","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_2TpkjesdjLIBiWw","RKB",7,14,"Knowledge","Bad Outcome","Rationality"
"R_2V8fHzkU1mlywu9","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_qK6xk189C9FtaeZ","RKB",5,14,"Knowledge","Bad Outcome","Rationality"
"R_3HouVtrG4MHmstv","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_3rNTHDTOZB9ar8l","RKB",2,14,"Knowledge","Bad Outcome","Rationality"
"R_27ydlW4vb3gpoVu","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_3plgGlDMYATjG6G","RKB",4,14,"Knowledge","Bad Outcome","Rationality"
"R_78VfU8kqFbD46NH","RKB",5,14,"Knowledge","Bad Outcome","Rationality"
"R_2EgZgOKousZ5gQd","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_6RVVURvFODNlQVH","RKB",7,14,"Knowledge","Bad Outcome","Rationality"
"R_3Mfhd6WAAqUsWK8","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_2zT3UUy5D33yoS9","RKB",7,14,"Knowledge","Bad Outcome","Rationality"
"R_bmvHIpDeKEtK8Ct","RKB",7,14,"Knowledge","Bad Outcome","Rationality"
"R_2OHF0g0x8vRHkKm","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_0VpOup1evmpwxKp","RKB",7,14,"Knowledge","Bad Outcome","Rationality"
"R_12m6aDTcCvk9NXg","RKB",1,14,"Knowledge","Bad Outcome","Rationality"
"R_1FkrhjYZRxQqjdb","RKB",5,14,"Knowledge","Bad Outcome","Rationality"
"R_3Rr6tgrjeAz00bP","RKB",3,14,"Knowledge","Bad Outcome","Rationality"
"R_1QbCeEijlxNJDb7","RKB",5,14,"Knowledge","Bad Outcome","Rationality"
"R_3MsvDjJ00ZYLBt9","RKB",6,14,"Knowledge","Bad Outcome","Rationality"
"R_qRb7sqzinDRS86Z","RKB",3,14,"Knowledge","Bad Outcome","Rationality"
"R_2Xhdc4njFbGcgew","RKB",7,14,"Knowledge","Bad Outcome","Rationality"
"R_1g0IwzbEJjwNJcd","RKB",4,14,"Knowledge","Bad Outcome","Rationality"
"R_2RPKaAqPYJvm1wt","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_Ab2xg2MwPtJ2uNr","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_2tsr3IMZZZmu8j7","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_XoxXTgu2TAUvCNj","RKB",7,15,"Knowledge","Bad Outcome","Rationality"
"R_xyK9eEn7VQCIaEV","RKB",7,15,"Knowledge","Bad Outcome","Rationality"
"R_9yr6t9nPRhklN9D","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_3NxLMGW5vurbIqk","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RKB",2,15,"Knowledge","Bad Outcome","Rationality"
"R_3kwbWTV6WYeXiRJ","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_z5PEB1oupEy4pYB","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_aXWWVtQ1sWX7ail","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_sRQRy3ihu2Us2AN","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_1N47ZfTDzalYlzj","RKB",6,15,"Knowledge","Bad Outcome","Rationality"
"R_yxzOHsuSvGtkZnr","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_3GoB7ViKQOlkkNF","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_3j7AZJBf7iTRT3T","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_1eQBbr1lnGQjYxo","RKB",7,15,"Knowledge","Bad Outcome","Rationality"
"R_3fJDlF6Jqxk3bbP","RKB",1,15,"Knowledge","Bad Outcome","Rationality"
"R_b33zNyLFaa8PeH7","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_Rnb4jHDN9SMgRFf","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_1OSPICcw1kOcu8x","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_33dwpKJwhyNnADX","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_3m9mguyut5qVssf","RKB",3,15,"Knowledge","Bad Outcome","Rationality"
"R_2qDXBSjg5oNXYG1","RKB",4,15,"Knowledge","Bad Outcome","Rationality"
"R_3ESXNYVv8yXkf1m","RKB",5,15,"Knowledge","Bad Outcome","Rationality"
"R_2qEIhW1LJLQ4mbV","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_2X67qOw8iGlfQqf","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_2RPKaAqPYJvm1wt","RKB",7,16,"Knowledge","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RKB",4,16,"Knowledge","Bad Outcome","Rationality"
"R_2TpkjesdjLIBiWw","RKB",6,16,"Knowledge","Bad Outcome","Rationality"
"R_1otElFglT4OlsWj","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_30d6TXVvJCWtFF1","RKB",5,16,"Knowledge","Bad Outcome","Rationality"
"R_2380mvcuqN1cRUh","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_pa7PJoJkMI2R1Xb","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_qWT7mrr0GirDxW9","RKB",5,16,"Knowledge","Bad Outcome","Rationality"
"R_27ydlW4vb3gpoVu","RKB",5,16,"Knowledge","Bad Outcome","Rationality"
"R_PNyINuWCdwhp6jn","RKB",3,16,"Knowledge","Bad Outcome","Rationality"
"R_1N47ZfTDzalYlzj","RKB",7,16,"Knowledge","Bad Outcome","Rationality"
"R_2qDYSHGCe6NJbwV","RKB",6,16,"Knowledge","Bad Outcome","Rationality"
"R_2azgkYkeDbPTA9w","RKB",7,16,"Knowledge","Bad Outcome","Rationality"
"R_125tTIS0YdXyT0k","RKB",4,16,"Knowledge","Bad Outcome","Rationality"
"R_3EAAd5eCI3Wdlp1","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_xaS2TYW4sdIrBPr","RKB",7,16,"Knowledge","Bad Outcome","Rationality"
"R_0VpOup1evmpwxKp","RKB",1,16,"Knowledge","Bad Outcome","Rationality"
"R_2TyPGY4bYpdrotX","RKB",6,16,"Knowledge","Bad Outcome","Rationality"
"R_6QjEqNKOSz3crZL","RKB",7,16,"Knowledge","Bad Outcome","Rationality"
"R_9MmObpWUX0vXmxT","RKB",2,16,"Knowledge","Bad Outcome","Rationality"
"R_2bUzt3glVBmuTKT","RKB",4,16,"Knowledge","Bad Outcome","Rationality"
"R_zfnrBzDedic2vBL","RKB",3,16,"Knowledge","Bad Outcome","Rationality"
"R_3Hwx2ra4pPW9tvd","RKB",4,16,"Knowledge","Bad Outcome","Rationality"
"R_qRb7sqzinDRS86Z","RKB",5,16,"Knowledge","Bad Outcome","Rationality"
"R_1g0IwzbEJjwNJcd","RKB",3,16,"Knowledge","Bad Outcome","Rationality"
"R_1hT0EDXw3S1Bg02","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"R_2SGlBy7b05SaXmr","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"R_0VNNCVZCualoZmV","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_1OxBc5JRpdsUWJI","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_2YVCOUZc8CMtApb","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"R_xyK9eEn7VQCIaEV","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_31G8XueDJF9CjL8","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"R_3dXLUOIfVgHhCQP","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_3kp02971JVVc840","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"R_1N47ZfTDzalYlzj","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_78VfU8kqFbD46NH","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_3fQ6dfaer0vxRsM","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"R_dasRi2FWsgVJdZL","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_2dLp2F09dt3Hyb8","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"R_3j7AZJBf7iTRT3T","RKB",3,2,"Knowledge","Bad Outcome","Rationality"
"R_1gdq5PPbWdh4hR2","RKB",4,2,"Knowledge","Bad Outcome","Rationality"
"R_5cANWUuRiP2hh3r","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_1eQBbr1lnGQjYxo","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_0VpOup1evmpwxKp","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_b33zNyLFaa8PeH7","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_27erXg8m0NLzg4G","RKB",5,2,"Knowledge","Bad Outcome","Rationality"
"R_1Nh6HlaxDGH7Qiz","RKB",2,2,"Knowledge","Bad Outcome","Rationality"
"R_9MmObpWUX0vXmxT","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_1qg13sW0PSdwwpT","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_1rxixOkMAascXm4","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_3NCkpKh6QruXNnj","RKB",7,2,"Knowledge","Bad Outcome","Rationality"
"R_1FfHAYQzuH8l6rT","RKB",6,2,"Knowledge","Bad Outcome","Rationality"
"R_1N8HoWlcRZIXsjJ","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_2qEIhW1LJLQ4mbV","RKB",3,3,"Knowledge","Bad Outcome","Rationality"
"R_2uWnFWiclkxHsdR","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_2RPKaAqPYJvm1wt","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"R_24B5lPuhJV6qo7q","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_2SGlBy7b05SaXmr","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"R_2TpkjesdjLIBiWw","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"R_3HouVtrG4MHmstv","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"R_1nO57m94xGmCJ2B","RKB",2,3,"Knowledge","Bad Outcome","Rationality"
"R_R9VMB27bkUrh5Dz","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"R_3OpHzuhAyWXFHjj","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"R_29mlIvWykbwXCnM","RKB",3,3,"Knowledge","Bad Outcome","Rationality"
"R_sRQRy3ihu2Us2AN","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_yxzOHsuSvGtkZnr","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_2zoP3J0cHCiesGg","RKB",2,3,"Knowledge","Bad Outcome","Rationality"
"R_3EAAd5eCI3Wdlp1","RKB",3,3,"Knowledge","Bad Outcome","Rationality"
"R_2OHF0g0x8vRHkKm","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"R_xaS2TYW4sdIrBPr","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"R_1gdq5PPbWdh4hR2","RKB",4,3,"Knowledge","Bad Outcome","Rationality"
"R_3fJDlF6Jqxk3bbP","RKB",1,3,"Knowledge","Bad Outcome","Rationality"
"R_3D7m5svTQZjuPX5","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_3F20Mg3DCzK3WoH","RKB",6,3,"Knowledge","Bad Outcome","Rationality"
"R_1Q64uNkQT3c3SGT","RKB",7,3,"Knowledge","Bad Outcome","Rationality"
"R_3m9mguyut5qVssf","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"R_1rxixOkMAascXm4","RKB",4,3,"Knowledge","Bad Outcome","Rationality"
"R_3ESXNYVv8yXkf1m","RKB",5,3,"Knowledge","Bad Outcome","Rationality"
"R_3g11yW4pQXOGpPp","RKB",3,4,"Knowledge","Bad Outcome","Rationality"
"R_2uWnFWiclkxHsdR","RKB",3,4,"Knowledge","Bad Outcome","Rationality"
"R_3kCm8jrQRAMR7k5","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"R_2TZusYTZNboEc5A","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_1otElFglT4OlsWj","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_1OxBc5JRpdsUWJI","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"R_9yr6t9nPRhklN9D","RKB",5,4,"Knowledge","Bad Outcome","Rationality"
"R_3IaQV5yvHu8Kxyk","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"R_27ydlW4vb3gpoVu","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_PNyINuWCdwhp6jn","RKB",4,4,"Knowledge","Bad Outcome","Rationality"
"R_3iCmGjxhdopXlJt","RKB",3,4,"Knowledge","Bad Outcome","Rationality"
"R_1Pd6NnGURFCmKUa","RKB",2,4,"Knowledge","Bad Outcome","Rationality"
"R_3MalcHq1NNn7AAH","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"R_2P7QDiuiHXWKyHb","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"R_dasRi2FWsgVJdZL","RKB",1,4,"Knowledge","Bad Outcome","Rationality"
"R_3j7AZJBf7iTRT3T","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_3CJaOFELGTzHaCF","RKB",4,4,"Knowledge","Bad Outcome","Rationality"
"R_27erXg8m0NLzg4G","RKB",1,4,"Knowledge","Bad Outcome","Rationality"
"R_r6bVJxiBs4nFcB3","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"R_3OiR0Od33MuZNhg","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_Azh66rOWjniMsut","RKB",4,4,"Knowledge","Bad Outcome","Rationality"
"R_2fJvf7yIhJls2DZ","RKB",3,4,"Knowledge","Bad Outcome","Rationality"
"R_1OSPICcw1kOcu8x","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_r7q1XXPTW8nQxFf","RKB",3,4,"Knowledge","Bad Outcome","Rationality"
"R_3NCkpKh6QruXNnj","RKB",7,4,"Knowledge","Bad Outcome","Rationality"
"R_2xDAijuFkMHPdoi","RKB",6,4,"Knowledge","Bad Outcome","Rationality"
"R_3g11yW4pQXOGpPp","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_3mmD4DwZ5jzjlKd","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_qK6xk189C9FtaeZ","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_3MmM3XBJgTiSVic","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_1gHDsO0nNiXRFFg","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"R_zSxiX6h0F32Hbix","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_R9VMB27bkUrh5Dz","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"R_29mlIvWykbwXCnM","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_1BPi1CzDcKKEgJ7","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"R_2eUQEMUMLilr9Ek","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"R_1N47ZfTDzalYlzj","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_2EgZgOKousZ5gQd","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_2zT3UUy5D33yoS9","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"R_3EAAd5eCI3Wdlp1","RKB",3,5,"Knowledge","Bad Outcome","Rationality"
"R_bmvHIpDeKEtK8Ct","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"R_1gdq5PPbWdh4hR2","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_T0Bb72ebhwrqdTH","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"R_3fJDlF6Jqxk3bbP","RKB",4,5,"Knowledge","Bad Outcome","Rationality"
"R_b33zNyLFaa8PeH7","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_12m6aDTcCvk9NXg","RKB",7,5,"Knowledge","Bad Outcome","Rationality"
"R_6QjEqNKOSz3crZL","RKB",6,5,"Knowledge","Bad Outcome","Rationality"
"R_3MSTrMek0UOMf7w","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_3m9mguyut5qVssf","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_r7q1XXPTW8nQxFf","RKB",5,5,"Knowledge","Bad Outcome","Rationality"
"R_2xPPT68ZD2cCdCh","RKB",3,5,"Knowledge","Bad Outcome","Rationality"
"R_2uWnFWiclkxHsdR","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"R_2cpVe54vh0S9WZf","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_pDW7Z2tWXxf2hLH","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"R_xz1atBjzqASxMQx","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"R_1nO57m94xGmCJ2B","RKB",1,6,"Knowledge","Bad Outcome","Rationality"
"R_3rNTHDTOZB9ar8l","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_3lqC30GxdeQftW9","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_1Gy4qLlgNT8TLyi","RKB",3,6,"Knowledge","Bad Outcome","Rationality"
"R_5irIPLM0AddGbOF","RKB",6,6,"Knowledge","Bad Outcome","Rationality"
"R_3plgGlDMYATjG6G","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_2WGp2Bosxrgw2VO","RKB",2,6,"Knowledge","Bad Outcome","Rationality"
"R_3oYrx7IsI9AizOA","RKB",7,6,"Knowledge","Bad Outcome","Rationality"
"R_1Pd6NnGURFCmKUa","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_125tTIS0YdXyT0k","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"R_1NyKhqJUXO4bp6s","RKB",7,6,"Knowledge","Bad Outcome","Rationality"
"R_3CJaOFELGTzHaCF","RKB",3,6,"Knowledge","Bad Outcome","Rationality"
"R_1gdq5PPbWdh4hR2","RKB",7,6,"Knowledge","Bad Outcome","Rationality"
"R_3hcDhtRRJvUxHMi","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_27erXg8m0NLzg4G","RKB",3,6,"Knowledge","Bad Outcome","Rationality"
"R_rpWlwdtT1VbWMW5","RKB",7,6,"Knowledge","Bad Outcome","Rationality"
"R_1Nh6HlaxDGH7Qiz","RKB",4,6,"Knowledge","Bad Outcome","Rationality"
"R_1pALeLwV6RZt8Nd","RKB",7,6,"Knowledge","Bad Outcome","Rationality"
"R_2fJvf7yIhJls2DZ","RKB",2,6,"Knowledge","Bad Outcome","Rationality"
"R_2uEBUl8vW42ckPv","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"R_r7q1XXPTW8nQxFf","RKB",3,6,"Knowledge","Bad Outcome","Rationality"
"R_3ESXNYVv8yXkf1m","RKB",5,6,"Knowledge","Bad Outcome","Rationality"
"R_1N8HoWlcRZIXsjJ","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"R_0VNNCVZCualoZmV","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"R_2TpkjesdjLIBiWw","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"R_3MmM3XBJgTiSVic","RKB",3,7,"Knowledge","Bad Outcome","Rationality"
"R_1MLDOOhzfY2qI4w","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"R_31ivQ3pcdPTpctX","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"R_3dXLUOIfVgHhCQP","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"R_3kwbWTV6WYeXiRJ","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"R_3rNTHDTOZB9ar8l","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"R_sRQRy3ihu2Us2AN","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"R_DNtis0P6aD6JcPL","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"R_vGJkmYoK5YX3GGB","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"R_1Pd6NnGURFCmKUa","RKB",3,7,"Knowledge","Bad Outcome","Rationality"
"R_3CCzfCWYIBuIdAJ","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
"R_3Mfhd6WAAqUsWK8","RKB",6,7,"Knowledge","Bad Outcome","Rationality"
"R_724ywM1GDqAVGff","RKB",2,7,"Knowledge","Bad Outcome","Rationality"
"R_1gdq5PPbWdh4hR2","RKB",5,7,"Knowledge","Bad Outcome","Rationality"
"R_2TyPGY4bYpdrotX","RKB",7,7,"Knowledge","Bad Outcome","Rationality"
