"subj","question","condition","response","vign","knowledge","outcome","norm"
"","rational","MKG",2,10,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,10,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,10,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,10,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,10,"Knowledge","Good Outcome","Morality"
"5","rational","MKG",2,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,11,"Knowledge","Good Outcome","Morality"
"4","rational","MKG",4,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,11,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",4,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,11,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",7,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,11,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,12,"Knowledge","Good Outcome","Morality"
"3","rational","MKG",7,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,12,"Knowledge","Good Outcome","Morality"
"1","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,12,"Knowledge","Good Outcome","Morality"
"8","rational","MKG",6,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"1","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,12,"Knowledge","Good Outcome","Morality"
"4","rational","MKG",5,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",1,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,12,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",2,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,13,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,13,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",7,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,13,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,14,"Knowledge","Good Outcome","Morality"
"5","rational","MKG",5,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,14,"Knowledge","Good Outcome","Morality"
"6","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,14,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",4,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,15,"Knowledge","Good Outcome","Morality"
"1","rational","MKG",6,15,"Knowledge","Good Outcome","Morality"
"5","rational","MKG",4,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,15,"Knowledge","Good Outcome","Morality"
"5","rational","MKG",5,15,"Knowledge","Good Outcome","Morality"
"3","rational","MKG",5,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,15,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",5,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",6,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",2,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",7,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",1,16,"Knowledge","Good Outcome","Morality"
"","rational","MKG",3,16,"Knowledge","Good Outcome","Morality"
"R_DdZydKsZFZ7vRkd","moral","MIG",8,1,"Ignorance","Good Outcome","Morality"
"R_1gLyO0SlHXS3vKs","moral","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_3oMfMZATScx3dLo","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_2P7n2kkR8AWqwbA","moral","MIG",3,1,"Ignorance","Good Outcome","Morality"
"R_8doNoWWh9PSxA8p","moral","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_tXtI1MKEITZSY8N","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_8oXnAAFcxaK83vz","moral","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_3OcVOM5Ujy545zh","moral","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_1OHqE9UmAFBJb5B","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",2,1,"Ignorance","Good Outcome","Morality"
"R_1HqI9csHbUabml7","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_2Qml6F0sgElV2vJ","moral","MIG",2,1,"Ignorance","Good Outcome","Morality"
"R_afxGr8OkWrqX7ON","moral","MIG",6,1,"Ignorance","Good Outcome","Morality"
"R_2ygslxE9KKB0U5t","moral","MIG",4,1,"Ignorance","Good Outcome","Morality"
"R_1BRbkIKchPFswGs","moral","MIG",8,1,"Ignorance","Good Outcome","Morality"
"R_u1vCx4a5in54gMx","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_25MdM1HSJrETCFT","moral","MIG",2,1,"Ignorance","Good Outcome","Morality"
"R_tE79OZEDTUawN2N","moral","MIG",8,1,"Ignorance","Good Outcome","Morality"
"R_2Cq3QWBzV1OPZyN","moral","MIG",2,1,"Ignorance","Good Outcome","Morality"
"R_01bV1iz8tBW0JP3","moral","MIG",2,1,"Ignorance","Good Outcome","Morality"
"R_2q4odT6h4hmmx0T","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_1n6LaBHx5MNpBYY","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_2e2N00EI0ckZAA6","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_29vl5hKOgc7nM6t","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_1GTFKbJ96SZThf1","moral","MIG",1,1,"Ignorance","Good Outcome","Morality"
"R_77YMSCwDHQBtynf","moral","MIG",5,2,"Ignorance","Good Outcome","Morality"
"R_2ALtH8EmiEgNXpb","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_1JOXv2iKeD2CTH6","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_2f7Cpx4ZrV14c3I","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_8doNoWWh9PSxA8p","moral","MIG",4,2,"Ignorance","Good Outcome","Morality"
"R_tXtI1MKEITZSY8N","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_2upNOfxuM42nqCu","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_1K9ENKGtHpJ9WqV","moral","MIG",4,2,"Ignorance","Good Outcome","Morality"
"R_3OoVv24Xf5rxDmf","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_3NOQ3IKgQO0M7m2","moral","MIG",4,2,"Ignorance","Good Outcome","Morality"
"R_07YMsQv4tVac8MN","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_DePtS0yjSvFotVv","moral","MIG",4,2,"Ignorance","Good Outcome","Morality"
"R_2wRFEXEXwSLe24f","moral","MIG",4,2,"Ignorance","Good Outcome","Morality"
"R_20NV06kFNyxmdFA","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_2zB0f6P5WEMqAVs","moral","MIG",3,2,"Ignorance","Good Outcome","Morality"
"R_1M5TRrMrb71j0vv","moral","MIG",7,2,"Ignorance","Good Outcome","Morality"
"R_2ygslxE9KKB0U5t","moral","MIG",6,2,"Ignorance","Good Outcome","Morality"
"R_2tqURiLTFn9WlHP","moral","MIG",6,2,"Ignorance","Good Outcome","Morality"
"R_1dpjiMmu9NBeCCN","moral","MIG",2,2,"Ignorance","Good Outcome","Morality"
"R_33kkkhLBam1S6pm","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_2q4odT6h4hmmx0T","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_1lcmFF3SVmwpTCA","moral","MIG",5,2,"Ignorance","Good Outcome","Morality"
"R_27dPUMh2YsN8tL8","moral","MIG",1,2,"Ignorance","Good Outcome","Morality"
"R_3pc2SajQMwMp0iD","moral","MIG",7,2,"Ignorance","Good Outcome","Morality"
"R_2uWJCBdJpAtMFUw","moral","MIG",2,2,"Ignorance","Good Outcome","Morality"
"R_Q534Tnfs8LfhP45","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_1hFpJO86VERnx5F","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_3CVkUpSS8ZyY507","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_1f3H1Spo60suIcB","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_1laYtVxtoX1Y33F","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_V4J6BIXwRTnACBj","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_3OcVOM5Ujy545zh","moral","MIG",2,3,"Ignorance","Good Outcome","Morality"
"R_3rJmHS6AcVh0mA5","moral","MIG",2,3,"Ignorance","Good Outcome","Morality"
"R_PMuEbnPTxf87rYR","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_YYKKu3bxNR3uiM9","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_2upNOfxuM42nqCu","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_1JCxB01GB5QpQd7","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_3OoVv24Xf5rxDmf","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_3NOQ3IKgQO0M7m2","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_2wRFEXEXwSLe24f","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_u1vCx4a5in54gMx","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_3RflkQJbqZ9BSFA","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",3,3,"Ignorance","Good Outcome","Morality"
"R_12liuamNAMTTASg","moral","MIG",2,3,"Ignorance","Good Outcome","Morality"
"R_1reQmhV7MHR1Hjd","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_2tLu9ls2YYb7lab","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_2rDypkftVvoLaqc","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_3pc2SajQMwMp0iD","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_2uWJCBdJpAtMFUw","moral","MIG",1,3,"Ignorance","Good Outcome","Morality"
"R_1JOXv2iKeD2CTH6","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_3gYMp48vyvxcl3v","moral","MIG",2,4,"Ignorance","Good Outcome","Morality"
"R_3oMfMZATScx3dLo","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_3fIXTvdzh8oxV1L","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_27eRaPtZVEaHpMy","moral","MIG",2,4,"Ignorance","Good Outcome","Morality"
"R_becyCsTdXEcUuU9","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_qQIhaR6uiDnK1vH","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_8oXnAAFcxaK83vz","moral","MIG",6,4,"Ignorance","Good Outcome","Morality"
"R_3lQv6eHNRtQbYl7","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_1jTIkuunUX6Tldu","moral","MIG",5,4,"Ignorance","Good Outcome","Morality"
"R_3F1YRwgzM61Qw4H","moral","MIG",2,4,"Ignorance","Good Outcome","Morality"
"R_1HqI9csHbUabml7","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_07YMsQv4tVac8MN","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_afxGr8OkWrqX7ON","moral","MIG",7,4,"Ignorance","Good Outcome","Morality"
"R_2ygslxE9KKB0U5t","moral","MIG",5,4,"Ignorance","Good Outcome","Morality"
"R_3RflkQJbqZ9BSFA","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_3lYPAV0pVf3w6cC","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_1prGWKRTFrK96cC","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_Z3iaM83FxKdnKz7","moral","MIG",2,4,"Ignorance","Good Outcome","Morality"
"R_27wHjTGw5QIVd3S","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_2xKtmkxYUNToyYr","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_24jAeOHgczY4IBn","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_27dPUMh2YsN8tL8","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_27wl9xEnemWuTXg","moral","MIG",1,4,"Ignorance","Good Outcome","Morality"
"R_3dEacrXEDPu37re","moral","MIG",4,5,"Ignorance","Good Outcome","Morality"
"R_10CLRuXIHceFlgX","moral","MIG",5,5,"Ignorance","Good Outcome","Morality"
"R_3irFzIpUee1oyIw","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_3Gj34JHw1lpXmi9","moral","MIG",5,5,"Ignorance","Good Outcome","Morality"
"R_2P7n2kkR8AWqwbA","moral","MIG",2,5,"Ignorance","Good Outcome","Morality"
"R_yNJqQLUiI0ZYfpn","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_2E5nKKuoxcOOe55","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_1laYtVxtoX1Y33F","moral","MIG",5,5,"Ignorance","Good Outcome","Morality"
"R_3012Nf3o7r10OSk","moral","MIG",3,5,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_3Etd67tIHFIwR1n","moral","MIG",4,5,"Ignorance","Good Outcome","Morality"
"R_ClWAQE2QWEXK665","moral","MIG",5,5,"Ignorance","Good Outcome","Morality"
"R_3fcx83rEW5yjiXr","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_1gGE1y5MAA9R7XL","moral","MIG",4,5,"Ignorance","Good Outcome","Morality"
"R_2ygslxE9KKB0U5t","moral","MIG",6,5,"Ignorance","Good Outcome","Morality"
"R_xbICNVUV6i3EwSd","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_tE79OZEDTUawN2N","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_5n0pcMbiqjK1h8B","moral","MIG",3,5,"Ignorance","Good Outcome","Morality"
"R_3FJanM7CPcs2uDz","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_1lcmFF3SVmwpTCA","moral","MIG",5,5,"Ignorance","Good Outcome","Morality"
"R_2RVrFXsvvbJz0Fb","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_2xKtmkxYUNToyYr","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_3Ge8Mw7q22SmTYJ","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_2rDypkftVvoLaqc","moral","MIG",1,5,"Ignorance","Good Outcome","Morality"
"R_2Ytin91h8nvssDV","moral","MIG",6,6,"Ignorance","Good Outcome","Morality"
"R_1hFpJO86VERnx5F","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_yQ5aBury4JVYJY5","moral","MIG",3,6,"Ignorance","Good Outcome","Morality"
"R_3oMfMZATScx3dLo","moral","MIG",7,6,"Ignorance","Good Outcome","Morality"
"R_3CVkUpSS8ZyY507","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_oXeMJqMvHYpgfdv","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_1f9IaKdI0gZxQ3m","moral","MIG",4,6,"Ignorance","Good Outcome","Morality"
"R_2y3LkEAghkf0N4l","moral","MIG",5,6,"Ignorance","Good Outcome","Morality"
"R_3rJmHS6AcVh0mA5","moral","MIG",3,6,"Ignorance","Good Outcome","Morality"
"R_1rPIB8J29JnErnm","moral","MIG",2,6,"Ignorance","Good Outcome","Morality"
"R_PMuEbnPTxf87rYR","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_3Etd67tIHFIwR1n","moral","MIG",5,6,"Ignorance","Good Outcome","Morality"
"R_3nfrl4lwiRmjrbK","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_1eznzuf8TaZZj8v","moral","MIG",5,6,"Ignorance","Good Outcome","Morality"
"R_1rNABCQLfGsabgC","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_7OFtXJlSTRWI8fL","moral","MIG",4,6,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",5,6,"Ignorance","Good Outcome","Morality"
"R_5n0pcMbiqjK1h8B","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_3oWU5TTzkXOT60i","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_2fBaVreqDqBruXh","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_12liuamNAMTTASg","moral","MIG",4,6,"Ignorance","Good Outcome","Morality"
"R_2tLu9ls2YYb7lab","moral","MIG",6,6,"Ignorance","Good Outcome","Morality"
"R_w1yiYligPGlVtMR","moral","MIG",2,6,"Ignorance","Good Outcome","Morality"
"R_2e2N00EI0ckZAA6","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_3hbCIAeeJzdgmjJ","moral","MIG",1,6,"Ignorance","Good Outcome","Morality"
"R_3dEacrXEDPu37re","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_0vU5wieIFCrPRIZ","moral","MIG",2,7,"Ignorance","Good Outcome","Morality"
"R_1owpLqAhomJbqLA","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_RWZqZe6IB87Zd1n","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_1f9IaKdI0gZxQ3m","moral","MIG",2,7,"Ignorance","Good Outcome","Morality"
"R_2TUhjcLKKYyUSyK","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_3012Nf3o7r10OSk","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_1OHqE9UmAFBJb5B","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_PMuEbnPTxf87rYR","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",4,7,"Ignorance","Good Outcome","Morality"
"R_2dyzltpiZ1UPAWU","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_3fcx83rEW5yjiXr","moral","MIG",3,7,"Ignorance","Good Outcome","Morality"
"R_2Vrym3e2jMG6h2B","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_20NV06kFNyxmdFA","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_xbICNVUV6i3EwSd","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_3NO47xvvycbvzBG","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_3oWU5TTzkXOT60i","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_2fBaVreqDqBruXh","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_12liuamNAMTTASg","moral","MIG",6,7,"Ignorance","Good Outcome","Morality"
"R_1n6LaBHx5MNpBYY","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_2thE9cXB0Rrflqr","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_2tLu9ls2YYb7lab","moral","MIG",5,7,"Ignorance","Good Outcome","Morality"
"R_2xKtmkxYUNToyYr","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_29vl5hKOgc7nM6t","moral","MIG",1,7,"Ignorance","Good Outcome","Morality"
"R_3dEacrXEDPu37re","moral","MIG",4,8,"Ignorance","Good Outcome","Morality"
"R_1hSz0Jm1UlkYLv3","moral","MIG",4,8,"Ignorance","Good Outcome","Morality"
"R_ddtrIMnLNIrCHbX","moral","MIG",5,8,"Ignorance","Good Outcome","Morality"
"R_27eRaPtZVEaHpMy","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_tXtI1MKEITZSY8N","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_2TUhjcLKKYyUSyK","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_1rPIB8J29JnErnm","moral","MIG",4,8,"Ignorance","Good Outcome","Morality"
"R_1nUCbhkBuDSPQZb","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_2upNOfxuM42nqCu","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_3dEoUSu6qECFvKn","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_1HqI9csHbUabml7","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_XXS7n0tnh79dTe9","moral","MIG",2,8,"Ignorance","Good Outcome","Morality"
"R_07YMsQv4tVac8MN","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_2Vrym3e2jMG6h2B","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
"R_2U9I3DclKD2Xixl","moral","MIG",2,8,"Ignorance","Good Outcome","Morality"
"R_3NO47xvvycbvzBG","moral","MIG",1,8,"Ignorance","Good Outcome","Morality"
