"ResponseId","condCod","causation response","norm","knowledge","outcome","scenario","condition"
"R_2dmz8uU8gOtwUoZ","caus6.MKB","6","Morality","Knowledge","Abnormal",6,"MKB"
"R_2dmz8uU8gOtwUoZ","caus7.MIG.1","6","Morality","Ignorance","Normal",7,"MIG"
"R_2dmz8uU8gOtwUoZ","caus8.RIG","1","Rationality","Ignorance","Normal",8,"RIG"
"R_2dmz8uU8gOtwUoZ","caus9.RKB","6","Rationality","Knowledge","Abnormal",9,"RKB"
"R_2dmz8uU8gOtwUoZ","caus10.RKB","6","Rationality","Knowledge","Abnormal",10,"RKB"
"R_2dmz8uU8gOtwUoZ","caus11.MKG","2","Morality","Knowledge","Normal",11,"MKG"
"R_2dmz8uU8gOtwUoZ","caus12.RIG","6","Rationality","Ignorance","Normal",12,"RIG"
"R_2dmz8uU8gOtwUoZ","caus13.RIB","6","Rationality","Ignorance","Abnormal",13,"RIB"
"R_2dmz8uU8gOtwUoZ","caus14.MKB","1","Morality","Knowledge","Abnormal",14,"MKB"
"R_2dmz8uU8gOtwUoZ","caus15.RKB","6","Rationality","Knowledge","Abnormal",15,"RKB"
"R_2dmz8uU8gOtwUoZ","caus16.MKB","2","Morality","Knowledge","Abnormal",16,"MKB"
"R_1GPlNrkmRMYE03A","caus1.RIG","1","Rationality","Ignorance","Normal",1,"RIG"
"R_1GPlNrkmRMYE03A","caus2.MKB","1","Morality","Knowledge","Abnormal",2,"MKB"
"R_1GPlNrkmRMYE03A","caus3.MIG","3","Morality","Ignorance","Normal",3,"MIG"
"R_1GPlNrkmRMYE03A","caus4.RIB","1","Rationality","Ignorance","Abnormal",4,"RIB"
"R_1GPlNrkmRMYE03A","caus5.RKB","3","Rationality","Knowledge","Abnormal",5,"RKB"
"R_1GPlNrkmRMYE03A","caus6.MIG","2","Morality","Ignorance","Normal",6,"MIG"
"R_1GPlNrkmRMYE03A","caus7.RKG","4","Rationality","Knowledge","Normal",7,"RKG"
"R_1GPlNrkmRMYE03A","caus8.MIB","6","Morality","Ignorance","Abnormal",8,"MIB"
"R_1GPlNrkmRMYE03A","caus9.MKB","2","Morality","Knowledge","Abnormal",9,"MKB"
"R_1GPlNrkmRMYE03A","caus10.MIG","1","Morality","Ignorance","Normal",10,"MIG"
"R_1GPlNrkmRMYE03A","caus11.RKB","5","Rationality","Knowledge","Abnormal",11,"RKB"
"R_1GPlNrkmRMYE03A","caus12.MIB","1","Morality","Ignorance","Abnormal",12,"MIB"
"R_1GPlNrkmRMYE03A","caus13.RKG","6","Rationality","Knowledge","Normal",13,"RKG"
"R_1GPlNrkmRMYE03A","caus14.RKB","4","Rationality","Knowledge","Abnormal",14,"RKB"
"R_1GPlNrkmRMYE03A","caus15.MIG","1","Morality","Ignorance","Normal",15,"MIG"
"R_1GPlNrkmRMYE03A","caus16.RIB","1","Rationality","Ignorance","Abnormal",16,"RIB"
"R_1GwqSaM0GhGJEvu","caus1.RIB","4","Rationality","Ignorance","Abnormal",1,"RIB"
"R_1GwqSaM0GhGJEvu","caus2.RIG","1","Rationality","Ignorance","Normal",2,"RIG"
"R_1GwqSaM0GhGJEvu","caus3.MKB","5","Morality","Knowledge","Abnormal",3,"MKB"
"R_1GwqSaM0GhGJEvu","caus4.RKB","1","Rationality","Knowledge","Abnormal",4,"RKB"
"R_1GwqSaM0GhGJEvu","caus5.RIG","3","Rationality","Ignorance","Normal",5,"RIG"
"R_1GwqSaM0GhGJEvu","caus6.RIG","7","Rationality","Ignorance","Normal",6,"RIG"
"R_1GwqSaM0GhGJEvu","caus7.MKB","6","Morality","Knowledge","Abnormal",7,"MKB"
"R_1GwqSaM0GhGJEvu","caus8.RIB","1","Rationality","Ignorance","Abnormal",8,"RIB"
"R_1GwqSaM0GhGJEvu","caus9.RIG","4","Rationality","Ignorance","Normal",9,"RIG"
"R_1GwqSaM0GhGJEvu","caus10.RIB","2","Rationality","Ignorance","Abnormal",10,"RIB"
"R_1GwqSaM0GhGJEvu","caus11.RIG","4","Rationality","Ignorance","Normal",11,"RIG"
"R_1GwqSaM0GhGJEvu","caus12.RIG","1","Rationality","Ignorance","Normal",12,"RIG"
"R_1GwqSaM0GhGJEvu","caus13.MKB","5","Morality","Knowledge","Abnormal",13,"MKB"
"R_1GwqSaM0GhGJEvu","caus14.MKB","1","Morality","Knowledge","Abnormal",14,"MKB"
"R_1GwqSaM0GhGJEvu","caus15.MIB","4","Morality","Ignorance","Abnormal",15,"MIB"
"R_1GwqSaM0GhGJEvu","caus16.MIG","3","Morality","Ignorance","Normal",16,"MIG"
"R_3pbSzMPRGR6nLOF","caus1.RKG","6","Rationality","Knowledge","Normal",1,"RKG"
"R_3pbSzMPRGR6nLOF","caus2.MKB","3","Morality","Knowledge","Abnormal",2,"MKB"
"R_3pbSzMPRGR6nLOF","caus4.RKB","7","Rationality","Knowledge","Abnormal",4,"RKB"
"R_3pbSzMPRGR6nLOF","caus5.MKG","2","Morality","Knowledge","Normal",5,"MKG"
"R_3pbSzMPRGR6nLOF","caus6.MIG","6","Morality","Ignorance","Normal",6,"MIG"
"R_3pbSzMPRGR6nLOF","caus7.MKB","7","Morality","Knowledge","Abnormal",7,"MKB"
"R_3pbSzMPRGR6nLOF","caus8.RIB","1","Rationality","Ignorance","Abnormal",8,"RIB"
"R_3pbSzMPRGR6nLOF","caus9.MIB","6","Morality","Ignorance","Abnormal",9,"MIB"
"R_3pbSzMPRGR6nLOF","caus10.RIG","2","Rationality","Ignorance","Normal",10,"RIG"
"R_3pbSzMPRGR6nLOF","caus11.MKB","6","Morality","Knowledge","Abnormal",11,"MKB"
"R_3pbSzMPRGR6nLOF","caus12.MKG","5","Morality","Knowledge","Normal",12,"MKG"
"R_3pbSzMPRGR6nLOF","caus13.MIG","5","Morality","Ignorance","Normal",13,"MIG"
"R_3pbSzMPRGR6nLOF","caus14.MKB","2","Morality","Knowledge","Abnormal",14,"MKB"
"R_3pbSzMPRGR6nLOF","caus15.MIG","5","Morality","Ignorance","Normal",15,"MIG"
"R_3pbSzMPRGR6nLOF","caus16.RIG","4","Rationality","Ignorance","Normal",16,"RIG"
"R_3RycVtZeFdZzOn4","caus1.RIB","6","Rationality","Ignorance","Abnormal",1,"RIB"
"R_3RycVtZeFdZzOn4","caus2.MKG","5","Morality","Knowledge","Normal",2,"MKG"
"R_3RycVtZeFdZzOn4","caus3.MIG","5","Morality","Ignorance","Normal",3,"MIG"
"R_3RycVtZeFdZzOn4","caus4.RIB","3","Rationality","Ignorance","Abnormal",4,"RIB"
"R_3RycVtZeFdZzOn4","caus5.RKB","6","Rationality","Knowledge","Abnormal",5,"RKB"
"R_3RycVtZeFdZzOn4","caus6.RKG","6","Rationality","Knowledge","Normal",6,"RKG"
"R_3RycVtZeFdZzOn4","caus7.MKG","7","Morality","Knowledge","Normal",7,"MKG"
"R_3RycVtZeFdZzOn4","caus8.RKG","6","Rationality","Knowledge","Normal",8,"RKG"
"R_3RycVtZeFdZzOn4","caus9.MIB","2","Morality","Ignorance","Abnormal",9,"MIB"
"R_3RycVtZeFdZzOn4","caus10.RKG","3","Rationality","Knowledge","Normal",10,"RKG"
"R_3RycVtZeFdZzOn4","caus11.RIG","2","Rationality","Ignorance","Normal",11,"RIG"
"R_3RycVtZeFdZzOn4","caus12.RKB","6","Rationality","Knowledge","Abnormal",12,"RKB"
"R_3RycVtZeFdZzOn4","caus13.RKG","6","Rationality","Knowledge","Normal",13,"RKG"
"R_3RycVtZeFdZzOn4","caus14.RKG","4","Rationality","Knowledge","Normal",14,"RKG"
"R_3RycVtZeFdZzOn4","caus15.RKB","4","Rationality","Knowledge","Abnormal",15,"RKB"
"R_3RycVtZeFdZzOn4","caus16.RKG","3","Rationality","Knowledge","Normal",16,"RKG"
"R_1E5QgphHPglIJzm","caus1.MIB","1","Morality","Ignorance","Abnormal",1,"MIB"
"R_1E5QgphHPglIJzm","caus2.MIB","2","Morality","Ignorance","Abnormal",2,"MIB"
"R_1E5QgphHPglIJzm","caus3.MIB","2","Morality","Ignorance","Abnormal",3,"MIB"
"R_1E5QgphHPglIJzm","caus4.MKG","3","Morality","Knowledge","Normal",4,"MKG"
"R_1E5QgphHPglIJzm","caus5.MKG","2","Morality","Knowledge","Normal",5,"MKG"
"R_1E5QgphHPglIJzm","caus6.RIG","2","Rationality","Ignorance","Normal",6,"RIG"
"R_1E5QgphHPglIJzm","caus7.MKB","2","Morality","Knowledge","Abnormal",7,"MKB"
"R_1E5QgphHPglIJzm","caus8.RKB","4","Rationality","Knowledge","Abnormal",8,"RKB"
"R_1E5QgphHPglIJzm","caus9.RIB","3","Rationality","Ignorance","Abnormal",9,"RIB"
"R_1E5QgphHPglIJzm","caus10.MKG","2","Morality","Knowledge","Normal",10,"MKG"
"R_1E5QgphHPglIJzm","caus11.MKG","3","Morality","Knowledge","Normal",11,"MKG"
"R_1E5QgphHPglIJzm","caus12.MIG","1","Morality","Ignorance","Normal",12,"MIG"
"R_1E5QgphHPglIJzm","caus13.MKB","4","Morality","Knowledge","Abnormal",13,"MKB"
"R_1E5QgphHPglIJzm","caus14.MIG","5","Morality","Ignorance","Normal",14,"MIG"
"R_1E5QgphHPglIJzm","caus15.MKB","5","Morality","Knowledge","Abnormal",15,"MKB"
"R_1E5QgphHPglIJzm","caus16.RKG","3","Rationality","Knowledge","Normal",16,"RKG"
"R_2WAmIqwDiM70gZf","caus1.RKB","7","Rationality","Knowledge","Abnormal",1,"RKB"
"R_2WAmIqwDiM70gZf","caus2.MKG","7","Morality","Knowledge","Normal",2,"MKG"
"R_2WAmIqwDiM70gZf","caus3.RKB","7","Rationality","Knowledge","Abnormal",3,"RKB"
"R_2WAmIqwDiM70gZf","caus4.RIG","1","Rationality","Ignorance","Normal",4,"RIG"
"R_2WAmIqwDiM70gZf","caus5.MIG","7","Morality","Ignorance","Normal",5,"MIG"
"R_2WAmIqwDiM70gZf","caus6.MKG","7","Morality","Knowledge","Normal",6,"MKG"
"R_2WAmIqwDiM70gZf","caus7.RIG","6","Rationality","Ignorance","Normal",7,"RIG"
"R_2WAmIqwDiM70gZf","caus8.MIB","6","Morality","Ignorance","Abnormal",8,"MIB"
"R_2WAmIqwDiM70gZf","caus9.RKB","6","Rationality","Knowledge","Abnormal",9,"RKB"
"R_2WAmIqwDiM70gZf","caus10.MKG","1","Morality","Knowledge","Normal",10,"MKG"
"R_2WAmIqwDiM70gZf","caus11.RIG","7","Rationality","Ignorance","Normal",11,"RIG"
"R_2WAmIqwDiM70gZf","caus12.MIG","7","Morality","Ignorance","Normal",12,"MIG"
"R_2WAmIqwDiM70gZf","caus13.RIG","4","Rationality","Ignorance","Normal",13,"RIG"
"R_2WAmIqwDiM70gZf","caus14.RIB","7","Rationality","Ignorance","Abnormal",14,"RIB"
"R_2WAmIqwDiM70gZf","caus15.MIB","1","Morality","Ignorance","Abnormal",15,"MIB"
"R_2WAmIqwDiM70gZf","caus16.MKG","1","Morality","Knowledge","Normal",16,"MKG"
"R_3CCPzKRRh98zqzM","caus1.RIG","5","Rationality","Ignorance","Normal",1,"RIG"
"R_3CCPzKRRh98zqzM","caus2.RKG","2","Rationality","Knowledge","Normal",2,"RKG"
"R_3CCPzKRRh98zqzM","caus3.RIG","2","Rationality","Ignorance","Normal",3,"RIG"
"R_3CCPzKRRh98zqzM","caus4.MKG","4","Morality","Knowledge","Normal",4,"MKG"
"R_3CCPzKRRh98zqzM","caus5.MIB","4","Morality","Ignorance","Abnormal",5,"MIB"
"R_3CCPzKRRh98zqzM","caus6.MKB","5","Morality","Knowledge","Abnormal",6,"MKB"
"R_3CCPzKRRh98zqzM","caus7.RKG","5","Rationality","Knowledge","Normal",7,"RKG"
"R_3CCPzKRRh98zqzM","caus8.MKG","5","Morality","Knowledge","Normal",8,"MKG"
"R_3CCPzKRRh98zqzM","caus9.MIG","2","Morality","Ignorance","Normal",9,"MIG"
"R_3CCPzKRRh98zqzM","caus10.RKB","5","Rationality","Knowledge","Abnormal",10,"RKB"
"R_3CCPzKRRh98zqzM","caus11.MIB","6","Morality","Ignorance","Abnormal",11,"MIB"
"R_3CCPzKRRh98zqzM","caus12.MIB","4","Morality","Ignorance","Abnormal",12,"MIB"
"R_3CCPzKRRh98zqzM","caus13.RIB","3","Rationality","Ignorance","Abnormal",13,"RIB"
"R_3CCPzKRRh98zqzM","caus14.RKB","3","Rationality","Knowledge","Abnormal",14,"RKB"
"R_3CCPzKRRh98zqzM","caus15.RIG","4","Rationality","Ignorance","Normal",15,"RIG"
"R_3CCPzKRRh98zqzM","caus16.RIB","2","Rationality","Ignorance","Abnormal",16,"RIB"
"R_2aKP8KLCc3g3pV5","caus1.RIG","7","Rationality","Ignorance","Normal",1,"RIG"
"R_2aKP8KLCc3g3pV5","caus2.RIB","3","Rationality","Ignorance","Abnormal",2,"RIB"
"R_2aKP8KLCc3g3pV5","caus3.MKG","5","Morality","Knowledge","Normal",3,"MKG"
"R_2aKP8KLCc3g3pV5","caus4.MKB","3","Morality","Knowledge","Abnormal",4,"MKB"
"R_2aKP8KLCc3g3pV5","caus5.RKG","6","Rationality","Knowledge","Normal",5,"RKG"
"R_2aKP8KLCc3g3pV5","caus6.RKG","4","Rationality","Knowledge","Normal",6,"RKG"
"R_2aKP8KLCc3g3pV5","caus7.MKG","5","Morality","Knowledge","Normal",7,"MKG"
"R_2aKP8KLCc3g3pV5","caus8.MIB","5","Morality","Ignorance","Abnormal",8,"MIB"
"R_2aKP8KLCc3g3pV5","caus9.RIB","6","Rationality","Ignorance","Abnormal",9,"RIB"
"R_2aKP8KLCc3g3pV5","caus10.MKG","2","Morality","Knowledge","Normal",10,"MKG"
"R_2aKP8KLCc3g3pV5","caus11.MKB","7","Morality","Knowledge","Abnormal",11,"MKB"
"R_2aKP8KLCc3g3pV5","caus12.RIB","1","Rationality","Ignorance","Abnormal",12,"RIB"
"R_2aKP8KLCc3g3pV5","caus13.RIG","6","Rationality","Ignorance","Normal",13,"RIG"
"R_2aKP8KLCc3g3pV5","caus14.MIB","4","Morality","Ignorance","Abnormal",14,"MIB"
"R_2aKP8KLCc3g3pV5","caus15.RKB","7","Rationality","Knowledge","Abnormal",15,"RKB"
"R_2aKP8KLCc3g3pV5","caus16.RIG","2","Rationality","Ignorance","Normal",16,"RIG"
"R_sIi8srHnEndCnjr","caus1.RKB","3","Rationality","Knowledge","Abnormal",1,"RKB"
"R_sIi8srHnEndCnjr","caus2.MKB","3","Morality","Knowledge","Abnormal",2,"MKB"
"R_sIi8srHnEndCnjr","caus3.MIB","3","Morality","Ignorance","Abnormal",3,"MIB"
"R_sIi8srHnEndCnjr","caus4.MIG","1","Morality","Ignorance","Normal",4,"MIG"
"R_sIi8srHnEndCnjr","caus5.MIG","3","Morality","Ignorance","Normal",5,"MIG"
"R_sIi8srHnEndCnjr","caus6.RKB","3","Rationality","Knowledge","Abnormal",6,"RKB"
"R_sIi8srHnEndCnjr","caus7.RKG","3","Rationality","Knowledge","Normal",7,"RKG"
"R_sIi8srHnEndCnjr","caus8.MIG","3","Morality","Ignorance","Normal",8,"MIG"
"R_sIi8srHnEndCnjr","caus9.MKB","3","Morality","Knowledge","Abnormal",9,"MKB"
"R_sIi8srHnEndCnjr","caus10.MIG","3","Morality","Ignorance","Normal",10,"MIG"
"R_sIi8srHnEndCnjr","caus11.MKG","3","Morality","Knowledge","Normal",11,"MKG"
"R_sIi8srHnEndCnjr","caus12.RKB","3","Rationality","Knowledge","Abnormal",12,"RKB"
"R_sIi8srHnEndCnjr","caus13.MKG","3","Morality","Knowledge","Normal",13,"MKG"
"R_sIi8srHnEndCnjr","caus14.RKB","3","Rationality","Knowledge","Abnormal",14,"RKB"
"R_sIi8srHnEndCnjr","caus15.RIB","3","Rationality","Ignorance","Abnormal",15,"RIB"
"R_sIi8srHnEndCnjr","caus16.RIG","3","Rationality","Ignorance","Normal",16,"RIG"
"R_5uw9Iy2C0pRvlUR","caus1.MKG","6","Morality","Knowledge","Normal",1,"MKG"
"R_5uw9Iy2C0pRvlUR","caus2.RIB","2","Rationality","Ignorance","Abnormal",2,"RIB"
"R_5uw9Iy2C0pRvlUR","caus3.RIG","3","Rationality","Ignorance","Normal",3,"RIG"
"R_5uw9Iy2C0pRvlUR","caus4.MKB","3","Morality","Knowledge","Abnormal",4,"MKB"
"R_5uw9Iy2C0pRvlUR","caus5.RIG","4","Rationality","Ignorance","Normal",5,"RIG"
"R_5uw9Iy2C0pRvlUR","caus6.MIB","2","Morality","Ignorance","Abnormal",6,"MIB"
"R_5uw9Iy2C0pRvlUR","caus7.MKG","3","Morality","Knowledge","Normal",7,"MKG"
"R_5uw9Iy2C0pRvlUR","caus8.RIG","5","Rationality","Ignorance","Normal",8,"RIG"
"R_5uw9Iy2C0pRvlUR","caus9.RIB","4","Rationality","Ignorance","Abnormal",9,"RIB"
"R_5uw9Iy2C0pRvlUR","caus10.RKG","5","Rationality","Knowledge","Normal",10,"RKG"
"R_5uw9Iy2C0pRvlUR","caus11.RKG","5","Rationality","Knowledge","Normal",11,"RKG"
"R_5uw9Iy2C0pRvlUR","caus12.MKB","3","Morality","Knowledge","Abnormal",12,"MKB"
"R_5uw9Iy2C0pRvlUR","caus13.RKG","7","Rationality","Knowledge","Normal",13,"RKG"
"R_5uw9Iy2C0pRvlUR","caus14.RIG","4","Rationality","Ignorance","Normal",14,"RIG"
"R_5uw9Iy2C0pRvlUR","caus15.RIG","3","Rationality","Ignorance","Normal",15,"RIG"
"R_5uw9Iy2C0pRvlUR","caus16.RIB","4","Rationality","Ignorance","Abnormal",16,"RIB"
"R_PYXZXihocfCk3ux","caus1.MIG","6","Morality","Ignorance","Normal",1,"MIG"
"R_PYXZXihocfCk3ux","caus2.RKB","6","Rationality","Knowledge","Abnormal",2,"RKB"
"R_PYXZXihocfCk3ux","caus3.MKB","2","Morality","Knowledge","Abnormal",3,"MKB"
"R_PYXZXihocfCk3ux","caus4.RKG","2","Rationality","Knowledge","Normal",4,"RKG"
"R_PYXZXihocfCk3ux","caus5.MIB","6","Morality","Ignorance","Abnormal",5,"MIB"
"R_PYXZXihocfCk3ux","caus6.RKG","6","Rationality","Knowledge","Normal",6,"RKG"
"R_PYXZXihocfCk3ux","caus7.RIB","5","Rationality","Ignorance","Abnormal",7,"RIB"
"R_PYXZXihocfCk3ux","caus8.MKG","6","Morality","Knowledge","Normal",8,"MKG"
"R_PYXZXihocfCk3ux","caus9.RIB","6","Rationality","Ignorance","Abnormal",9,"RIB"
"R_PYXZXihocfCk3ux","caus10.RKB","2","Rationality","Knowledge","Abnormal",10,"RKB"
"R_PYXZXihocfCk3ux","caus11.RIB","6","Rationality","Ignorance","Abnormal",11,"RIB"
"R_PYXZXihocfCk3ux","caus12.RKG","4","Rationality","Knowledge","Normal",12,"RKG"
"R_PYXZXihocfCk3ux","caus13.RKB","6","Rationality","Knowledge","Abnormal",13,"RKB"
"R_PYXZXihocfCk3ux","caus14.RKG","4","Rationality","Knowledge","Normal",14,"RKG"
"R_PYXZXihocfCk3ux","caus15.RKG","4","Rationality","Knowledge","Normal",15,"RKG"
"R_PYXZXihocfCk3ux","caus16.MKB","1","Morality","Knowledge","Abnormal",16,"MKB"
"R_10CSZSO1NWktQqC","caus1.MKG","5","Morality","Knowledge","Normal",1,"MKG"
"R_10CSZSO1NWktQqC","caus2.MIG","2","Morality","Ignorance","Normal",2,"MIG"
"R_10CSZSO1NWktQqC","caus3.RKG","2","Rationality","Knowledge","Normal",3,"RKG"
"R_10CSZSO1NWktQqC","caus4.RKG","1","Rationality","Knowledge","Normal",4,"RKG"
"R_10CSZSO1NWktQqC","caus5.MKG","6","Morality","Knowledge","Normal",5,"MKG"
"R_10CSZSO1NWktQqC","caus6.RIB","7","Rationality","Ignorance","Abnormal",6,"RIB"
"R_10CSZSO1NWktQqC","caus7.RKB","6","Rationality","Knowledge","Abnormal",7,"RKB"
"R_10CSZSO1NWktQqC","caus8.MKB","6","Morality","Knowledge","Abnormal",8,"MKB"
"R_10CSZSO1NWktQqC","caus9.RKB","5","Rationality","Knowledge","Abnormal",9,"RKB"
"R_10CSZSO1NWktQqC","caus10.MIB","2","Morality","Ignorance","Abnormal",10,"MIB"
"R_10CSZSO1NWktQqC","caus11.RIG","6","Rationality","Ignorance","Normal",11,"RIG"
"R_10CSZSO1NWktQqC","caus12.RKG","6","Rationality","Knowledge","Normal",12,"RKG"
"R_10CSZSO1NWktQqC","caus13.MKG","6","Morality","Knowledge","Normal",13,"MKG"
"R_10CSZSO1NWktQqC","caus14.RIG","1","Rationality","Ignorance","Normal",14,"RIG"
"R_10CSZSO1NWktQqC","caus15.RKB","3","Rationality","Knowledge","Abnormal",15,"RKB"
"R_10CSZSO1NWktQqC","caus16.RKB","5","Rationality","Knowledge","Abnormal",16,"RKB"
"R_2eUKFZTmZ04CZH8","caus1.MKG","2","Morality","Knowledge","Normal",1,"MKG"
"R_2eUKFZTmZ04CZH8","caus2.MIB","6","Morality","Ignorance","Abnormal",2,"MIB"
"R_2eUKFZTmZ04CZH8","caus3.RKG","5","Rationality","Knowledge","Normal",3,"RKG"
"R_2eUKFZTmZ04CZH8","caus4.RIG","5","Rationality","Ignorance","Normal",4,"RIG"
"R_2eUKFZTmZ04CZH8","caus5.MIB","4","Morality","Ignorance","Abnormal",5,"MIB"
"R_2eUKFZTmZ04CZH8","caus6.RIG","7","Rationality","Ignorance","Normal",6,"RIG"
"R_2eUKFZTmZ04CZH8","caus7.MIG","2","Morality","Ignorance","Normal",7,"MIG"
"R_2eUKFZTmZ04CZH8","caus8.RKG","2","Rationality","Knowledge","Normal",8,"RKG"
"R_2eUKFZTmZ04CZH8","caus9.MIB","2","Morality","Ignorance","Abnormal",9,"MIB"
"R_2eUKFZTmZ04CZH8","caus10.MIG","5","Morality","Ignorance","Normal",10,"MIG"
"R_2eUKFZTmZ04CZH8","caus11.RIG","5","Rationality","Ignorance","Normal",11,"RIG"
"R_2eUKFZTmZ04CZH8","caus12.MIB","4","Morality","Ignorance","Abnormal",12,"MIB"
"R_2eUKFZTmZ04CZH8","caus13.MIB","6","Morality","Ignorance","Abnormal",13,"MIB"
"R_2eUKFZTmZ04CZH8","caus14.MKB","3","Morality","Knowledge","Abnormal",14,"MKB"
"R_2eUKFZTmZ04CZH8","caus15.RKB","3","Rationality","Knowledge","Abnormal",15,"RKB"
"R_2eUKFZTmZ04CZH8","caus16.RKB","1","Rationality","Knowledge","Abnormal",16,"RKB"
"R_1g8Ev8jBoaZsqrp","caus1.MKB","6","Morality","Knowledge","Abnormal",1,"MKB"
"R_1g8Ev8jBoaZsqrp","caus2.RKB","3","Rationality","Knowledge","Abnormal",2,"RKB"
"R_1g8Ev8jBoaZsqrp","caus3.RIB","4","Rationality","Ignorance","Abnormal",3,"RIB"
"R_1g8Ev8jBoaZsqrp","caus4.RIB","1","Rationality","Ignorance","Abnormal",4,"RIB"
"R_1g8Ev8jBoaZsqrp","caus5.MKB","4","Morality","Knowledge","Abnormal",5,"MKB"
"R_1g8Ev8jBoaZsqrp","caus6.RIG","4","Rationality","Ignorance","Normal",6,"RIG"
"R_1g8Ev8jBoaZsqrp","caus7.RKB","7","Rationality","Knowledge","Abnormal",7,"RKB"
"R_1g8Ev8jBoaZsqrp","caus8.MKB","7","Morality","Knowledge","Abnormal",8,"MKB"
"R_1g8Ev8jBoaZsqrp","caus9.MIB","7","Morality","Ignorance","Abnormal",9,"MIB"
"R_1g8Ev8jBoaZsqrp","caus10.MIG","1","Morality","Ignorance","Normal",10,"MIG"
"R_1g8Ev8jBoaZsqrp","caus11.MKB","6","Morality","Knowledge","Abnormal",11,"MKB"
"R_1g8Ev8jBoaZsqrp","caus12.RKG","3","Rationality","Knowledge","Normal",12,"RKG"
"R_1g8Ev8jBoaZsqrp","caus13.MIG","3","Morality","Ignorance","Normal",13,"MIG"
"R_1g8Ev8jBoaZsqrp","caus14.MIG","5","Morality","Ignorance","Normal",14,"MIG"
"R_1g8Ev8jBoaZsqrp","caus15.MIG","4","Morality","Ignorance","Normal",15,"MIG"
"R_1g8Ev8jBoaZsqrp","caus16.RKB","1","Rationality","Knowledge","Abnormal",16,"RKB"
"R_56Bpm4nmkrN02DD","caus1.RIG","1","Rationality","Ignorance","Normal",1,"RIG"
"R_56Bpm4nmkrN02DD","caus2.RKG","6","Rationality","Knowledge","Normal",2,"RKG"
"R_56Bpm4nmkrN02DD","caus3.RKB","4","Rationality","Knowledge","Abnormal",3,"RKB"
"R_56Bpm4nmkrN02DD","caus4.MIB","1","Morality","Ignorance","Abnormal",4,"MIB"
"R_56Bpm4nmkrN02DD","caus5.RKG","7","Rationality","Knowledge","Normal",5,"RKG"
"R_56Bpm4nmkrN02DD","caus6.MKG","1","Morality","Knowledge","Normal",6,"MKG"
"R_56Bpm4nmkrN02DD","caus7.MIG","4","Morality","Ignorance","Normal",7,"MIG"
"R_56Bpm4nmkrN02DD","caus8.RIG","1","Rationality","Ignorance","Normal",8,"RIG"
"R_56Bpm4nmkrN02DD","caus9.RIG","5","Rationality","Ignorance","Normal",9,"RIG"
"R_56Bpm4nmkrN02DD","caus10.MKG","7","Morality","Knowledge","Normal",10,"MKG"
"R_56Bpm4nmkrN02DD","caus11.MIB","6","Morality","Ignorance","Abnormal",11,"MIB"
"R_56Bpm4nmkrN02DD","caus12.RIB","6","Rationality","Ignorance","Abnormal",12,"RIB"
"R_56Bpm4nmkrN02DD","caus13.MIB","7","Morality","Ignorance","Abnormal",13,"MIB"
"R_56Bpm4nmkrN02DD","caus14.MKG","5","Morality","Knowledge","Normal",14,"MKG"
"R_56Bpm4nmkrN02DD","caus15.MKB","1","Morality","Knowledge","Abnormal",15,"MKB"
"R_56Bpm4nmkrN02DD","caus16.MIB","6","Morality","Ignorance","Abnormal",16,"MIB"
"R_DID9SJNfveUVuvv","caus1.MIG","7","Morality","Ignorance","Normal",1,"MIG"
"R_DID9SJNfveUVuvv","caus2.RIG","4","Rationality","Ignorance","Normal",2,"RIG"
"R_DID9SJNfveUVuvv","caus3.RIG","4","Rationality","Ignorance","Normal",3,"RIG"
"R_DID9SJNfveUVuvv","caus4.MIG","1","Morality","Ignorance","Normal",4,"MIG"
"R_DID9SJNfveUVuvv","caus5.MIG","6","Morality","Ignorance","Normal",5,"MIG"
"R_DID9SJNfveUVuvv","caus6.MIB","6","Morality","Ignorance","Abnormal",6,"MIB"
"R_DID9SJNfveUVuvv","caus7.RKG","2","Rationality","Knowledge","Normal",7,"RKG"
"R_DID9SJNfveUVuvv","caus8.RIB","4","Rationality","Ignorance","Abnormal",8,"RIB"
"R_DID9SJNfveUVuvv","caus9.MIG","7","Morality","Ignorance","Normal",9,"MIG"
"R_DID9SJNfveUVuvv","caus10.RKB","2","Rationality","Knowledge","Abnormal",10,"RKB"
"R_DID9SJNfveUVuvv","caus11.MKB","7","Morality","Knowledge","Abnormal",11,"MKB"
"R_DID9SJNfveUVuvv","caus12.MKG","7","Morality","Knowledge","Normal",12,"MKG"
"R_DID9SJNfveUVuvv","caus13.RKB","6","Rationality","Knowledge","Abnormal",13,"RKB"
"R_DID9SJNfveUVuvv","caus14.MIG","4","Morality","Ignorance","Normal",14,"MIG"
"R_DID9SJNfveUVuvv","caus15.RIG","6","Rationality","Ignorance","Normal",15,"RIG"
"R_DID9SJNfveUVuvv","caus16.MKG","5","Morality","Knowledge","Normal",16,"MKG"
"R_3JjS2XTIZfqtGD0","caus1.MIG","6","Morality","Ignorance","Normal",1,"MIG"
"R_3JjS2XTIZfqtGD0","caus2.MIB","6","Morality","Ignorance","Abnormal",2,"MIB"
"R_3JjS2XTIZfqtGD0","caus3.MKB","1","Morality","Knowledge","Abnormal",3,"MKB"
